EvaluationBodyId_anon,PersonId_anon,Country,Country_De,Country_Fr
0c2a89ba-36dc-4bc6-a5ad-2fe822490cc8,677e86b4-597d-439e-a56f-9bcd582f7955,India,Indien,Inde
55e24273-e4b9-48c2-8174-47f7222aff5e,deab36ce-a31f-493b-be42-9631301e2904,Germany,Deutschland,Allemagne
6976376e-9575-4972-916c-c70a6e3e3e53,4ec26c23-24eb-4b60-859f-a458c82bb485,Germany,Deutschland,Allemagne
598f6fbf-9fc4-491d-afe0-a9ff748260be,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
0c160031-5244-4e31-9fab-93cfba7e1814,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
a76ad480-9244-4c62-b039-f4249438e724,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
16830dc1-3ede-492a-86e7-ac8903ce4381,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
a90bdcb6-7075-4961-897d-2a8ed6becd42,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
3d2de244-4c82-4d3e-977d-20fecca9cbc6,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
7c1fa027-6f4a-4dff-b8a2-cf04772b2ee6,6d4c621e-1eb1-4c05-92bb-ac856b5f36fd,Switzerland,Schweiz,Suisse
73aceb2d-6d05-4f7f-ad08-4bfe963b0913,6d4c621e-1eb1-4c05-92bb-ac856b5f36fd,Switzerland,Schweiz,Suisse
d65045a2-0b53-4e9e-bd37-7f84c191b9ff,6d4c621e-1eb1-4c05-92bb-ac856b5f36fd,Switzerland,Schweiz,Suisse
c603d4f1-f880-49f9-a55b-74cc4ca692d7,4ec26c23-24eb-4b60-859f-a458c82bb485,Germany,Deutschland,Allemagne
c5c7a54c-0205-4fc9-b0ce-7caabf29cd63,563ac21c-1b2e-4f6c-af5c-5ea77609bbcf,UK,UK,UK
ef0583b7-66e5-4778-945e-c4ed4661685d,a00dec5d-d165-44cb-8512-3697a26d63e1,Switzerland,Schweiz,Suisse
9c81f3cf-9e3e-4a22-8c1b-43ef10fbfc16,6d4c621e-1eb1-4c05-92bb-ac856b5f36fd,Switzerland,Schweiz,Suisse
bac925b3-44f9-461c-82c4-708e9835d447,6d4c621e-1eb1-4c05-92bb-ac856b5f36fd,Switzerland,Schweiz,Suisse
97186624-1f26-47c7-88eb-51d9419dee89,6d4c621e-1eb1-4c05-92bb-ac856b5f36fd,Switzerland,Schweiz,Suisse
4e8281bc-cbb7-4e4d-bec0-15ba1520e72c,181898d2-0c61-4540-b884-2460e5d4eb62,Germany,Deutschland,Allemagne
73aceb2d-6d05-4f7f-ad08-4bfe963b0913,21f47ec1-94bf-43f4-9a8f-6ba924076547,Switzerland,Schweiz,Suisse
0c2a89ba-36dc-4bc6-a5ad-2fe822490cc8,acf21b82-4ad0-4006-b72a-ac2655ad2409,Germany,Deutschland,Allemagne
938dc524-0858-4aab-aa75-e4ca52dd95d7,5340cfe0-c98d-4726-97bd-f39d4cb2a792,USA,USA,États-Unis
79e64163-158f-4b32-bd08-563a2d01bc0a,533ff277-4b8e-4ef9-af58-a859cbba7775,Norway,Norwegen,Norvège
6df9a48b-ef3a-4e3e-b367-4e2045d9210c,53071fef-007a-4c25-83ec-03c4eb30f568,Switzerland,Schweiz,Suisse
6db5eaa4-9c23-4ee8-b07c-ddb532fd559c,26858578-d075-49ba-bfbb-4171969a07c2,Netherlands,Niederlande,Pays-Bas
17fd0255-f8e5-41e2-8228-570bf97f11c3,6d243188-ba0d-4025-8850-f2cfba49069c,Switzerland,Schweiz,Suisse
8682bac2-a6cb-4aec-8ddf-c205188ddda8,fa9938da-9333-46c8-acc9-0148d4dc9201,Switzerland,Schweiz,Suisse
865b6248-f160-4101-a63e-33516da98b63,b3ffa8b7-3ba6-48db-bc51-e290857c08c5,Switzerland,Schweiz,Suisse
0b2be04b-80ec-4176-9fe4-0ccad543364d,5ef40613-d152-4adc-a6b7-975025422bfb,Switzerland,Schweiz,Suisse
129d4134-597f-4cac-b801-83e3eade11d1,1e4d24b8-cd40-44bd-a086-a5258d8d9f73,Germany,Deutschland,Allemagne
6976376e-9575-4972-916c-c70a6e3e3e53,0ad25784-964d-4b35-8b0e-aef1dc661f01,Switzerland,Schweiz,Suisse
4e8281bc-cbb7-4e4d-bec0-15ba1520e72c,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
a116c543-3fe9-4b2b-974e-6a663b897123,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
17fd0255-f8e5-41e2-8228-570bf97f11c3,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
855f8d2c-a59a-4916-b0aa-cb78437217fa,c007166c-b6e4-4214-81fe-1a88b6bde9ec,Switzerland,Schweiz,Suisse
50a48a5c-aec9-4cd2-89f8-d27c29300902,c007166c-b6e4-4214-81fe-1a88b6bde9ec,Switzerland,Schweiz,Suisse
aa3d489f-33d0-4fc4-b8ed-830e3b6771e0,c007166c-b6e4-4214-81fe-1a88b6bde9ec,Switzerland,Schweiz,Suisse
55e24273-e4b9-48c2-8174-47f7222aff5e,c007166c-b6e4-4214-81fe-1a88b6bde9ec,Switzerland,Schweiz,Suisse
63f20211-c9b9-41c7-9493-d0c6087cf70e,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
6df9a48b-ef3a-4e3e-b367-4e2045d9210c,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
90645df3-4b64-424d-a079-53b9bd3663b4,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
c0254491-d413-449d-a3d5-f6fdb012eafb,ee0b1bc9-a431-4773-af15-59595fd45066,USA,USA,États-Unis
17fd0255-f8e5-41e2-8228-570bf97f11c3,21401b3f-1cf2-45b4-8dcd-2aede869a444,Switzerland,Schweiz,Suisse
865b6248-f160-4101-a63e-33516da98b63,21401b3f-1cf2-45b4-8dcd-2aede869a444,Switzerland,Schweiz,Suisse
c603d4f1-f880-49f9-a55b-74cc4ca692d7,0ad25784-964d-4b35-8b0e-aef1dc661f01,Switzerland,Schweiz,Suisse
ce5cfa28-3759-4b5b-89cb-a72596aa12b3,51bf01bd-afdd-4fe5-a44f-1044aaec4bb0,Germany,Deutschland,Allemagne
cf381c68-4d49-4080-b788-f2001369bbb5,13e94c39-b74f-409b-9e92-52295f0ff0d5,UK,UK,UK
73aceb2d-6d05-4f7f-ad08-4bfe963b0913,ef8ca92f-6a82-4e8e-99ed-3cb22f2f1069,Switzerland,Schweiz,Suisse
97186624-1f26-47c7-88eb-51d9419dee89,4207be77-5ce1-43e1-bcd5-bd82121e8125,USA,USA,États-Unis
cf381c68-4d49-4080-b788-f2001369bbb5,8cf4b54b-c19d-4fce-bb79-943b15b700b2,Italy,Italien,Italie
63f20211-c9b9-41c7-9493-d0c6087cf70e,1eb1ac4d-93a1-4f50-b506-5eb21fedb080,USA,USA,États-Unis
a47acc5d-d2eb-48a6-bd72-8e6c7a4de619,5683959d-b3eb-4a16-9386-d44aa0eaf771,Switzerland,Schweiz,Suisse
4f040d1a-fc3b-4800-9d4c-656ea1bf022b,7b3b79a9-5fee-4752-a729-7ab34a2a182b,Switzerland,Schweiz,Suisse
7a28ec6c-c007-4994-a437-d2625d22ae4f,68c847d2-d079-4b56-92f4-cb9fece94a15,Switzerland,Schweiz,Suisse
0e7eb7c6-308a-4491-8415-5089a342af30,981958b4-43e1-46ff-81fd-dd695965b49b,Switzerland,Schweiz,Suisse
cf381c68-4d49-4080-b788-f2001369bbb5,e283f070-f109-4667-bd57-f0ab47625ec9,Tanzania,Tansania,Tanzanie
c5d791d3-cf37-4f23-9bae-96972f6808a8,2b8d3626-20e7-4995-89a6-0ae442cba907,Switzerland,Schweiz,Suisse
a47acc5d-d2eb-48a6-bd72-8e6c7a4de619,b96e4157-eece-46c8-9355-edfdfb9d774c,Switzerland,Schweiz,Suisse
bac925b3-44f9-461c-82c4-708e9835d447,256b4007-bc11-4fd5-a1e6-c96a8a043234,Switzerland,Schweiz,Suisse
5dcb444a-90c3-49b1-a62f-10c1809bb59f,836dc202-41f7-47b0-a5dc-d61ade029716,UK,UK,UK
c5d791d3-cf37-4f23-9bae-96972f6808a8,99342874-3ad7-4b14-ab24-e057e698be0b,Switzerland,Schweiz,Suisse
a116c543-3fe9-4b2b-974e-6a663b897123,21401b3f-1cf2-45b4-8dcd-2aede869a444,Switzerland,Schweiz,Suisse
374b751b-b68b-4e9b-82af-f33865c324eb,771c71b6-5655-4f3f-81b0-9d52b4fab20e,Switzerland,Schweiz,Suisse
865b6248-f160-4101-a63e-33516da98b63,afffd1b5-e72c-4d5e-b91a-68ae66c81b61,Switzerland,Schweiz,Suisse
374b751b-b68b-4e9b-82af-f33865c324eb,df33b870-f0f1-435a-a42d-4f85611fb9e0,Switzerland,Schweiz,Suisse
dd6ed58f-4b14-4fce-a5f5-00c380e7592a,d4302671-c489-4923-86bc-e673035cf152,Switzerland,Schweiz,Suisse
cf381c68-4d49-4080-b788-f2001369bbb5,47dbf4a2-3b07-4226-8266-42e478427cf3,Belgium,Belgien,Belgique
865b6248-f160-4101-a63e-33516da98b63,4816e0ac-fe4d-4a2b-ab99-e3e36ab5dd3e,Switzerland,Schweiz,Suisse
129d4134-597f-4cac-b801-83e3eade11d1,a3ac7d80-490c-4069-8e50-d35812e0d5b5,Germany,Deutschland,Allemagne
6db5eaa4-9c23-4ee8-b07c-ddb532fd559c,0c35cc6b-1922-4421-b790-979f43a86bf6,France,Frankreich,France
c5d791d3-cf37-4f23-9bae-96972f6808a8,d2accc39-b0c0-48ca-9807-e63f6bf576e3,Switzerland,Schweiz,Suisse
30101b7b-7ece-4162-9ca5-5a74878d57d1,d5197e3f-352e-4a1d-9ada-0a8cb101f798,Netherlands,Niederlande,Pays-Bas
cf381c68-4d49-4080-b788-f2001369bbb5,d0caf24c-d835-4763-a6fb-e4d6761998bd,France,Frankreich,France
17fd0255-f8e5-41e2-8228-570bf97f11c3,b23e8e26-560f-4649-af28-c3fb5658657c,Switzerland,Schweiz,Suisse
0c2a89ba-36dc-4bc6-a5ad-2fe822490cc8,aceeb34b-a4e2-4000-bb41-cf49b855842b,France,Frankreich,France
bac925b3-44f9-461c-82c4-708e9835d447,d2670708-b167-4104-b9e2-248c2ae1482f,Switzerland,Schweiz,Suisse
16830dc1-3ede-492a-86e7-ac8903ce4381,a6cc1f20-79d0-4943-9047-bd42e150dfb9,Switzerland,Schweiz,Suisse
a116c543-3fe9-4b2b-974e-6a663b897123,b23e8e26-560f-4649-af28-c3fb5658657c,Switzerland,Schweiz,Suisse
4748dbfa-4371-4c0d-a202-62b5de7fa674,7b4c1065-8aec-42f8-a194-fa153291458d,Denmark,Dänemark,Danemark
8682bac2-a6cb-4aec-8ddf-c205188ddda8,8b8e3c27-23c9-48dc-9c69-c67566ead221,Switzerland,Schweiz,Suisse
ae36e436-4f2a-4e6e-9453-d2df783e8840,b860c311-accf-426f-bd16-bd4adc5337fc,Belgium,Belgien,Belgique
81f836ab-e81d-4b6d-9316-61a60fe065e4,765bda57-0cbc-4348-aaf2-f73de62b3837,Switzerland,Schweiz,Suisse
c5c7a54c-0205-4fc9-b0ce-7caabf29cd63,be94a363-f813-48dd-be2a-8ffb0329af86,Germany,Deutschland,Allemagne
374b751b-b68b-4e9b-82af-f33865c324eb,57d098f0-d91d-4585-a08a-3acd692674ee,Switzerland,Schweiz,Suisse
d97d9d4e-59ac-4308-8a50-00e806ea5a8d,a6cc1f20-79d0-4943-9047-bd42e150dfb9,Switzerland,Schweiz,Suisse
c16bdefd-394d-4f08-b628-01cc427e8efd,a6cc1f20-79d0-4943-9047-bd42e150dfb9,Switzerland,Schweiz,Suisse
3d2de244-4c82-4d3e-977d-20fecca9cbc6,a6cc1f20-79d0-4943-9047-bd42e150dfb9,Switzerland,Schweiz,Suisse
81f836ab-e81d-4b6d-9316-61a60fe065e4,8b8e3c27-23c9-48dc-9c69-c67566ead221,Switzerland,Schweiz,Suisse
374b751b-b68b-4e9b-82af-f33865c324eb,8b0d918f-2e42-44a4-971b-14e2010b3da3,Switzerland,Schweiz,Suisse
c16bdefd-394d-4f08-b628-01cc427e8efd,4b8d91d3-a4f0-4815-a09a-bb17f38912d1,Switzerland,Schweiz,Suisse
865b6248-f160-4101-a63e-33516da98b63,de2beed1-a941-4fb9-b6a1-05fbdf57348a,Switzerland,Schweiz,Suisse
30101b7b-7ece-4162-9ca5-5a74878d57d1,0d8f56fa-08ce-4949-a6b0-eb82a159681d,Belgium,Belgien,Belgique
a47acc5d-d2eb-48a6-bd72-8e6c7a4de619,7c3d0c4f-0946-4f04-a47a-ae2fcce36003,Switzerland,Schweiz,Suisse
30101b7b-7ece-4162-9ca5-5a74878d57d1,f7d90ec1-b1c3-4cfa-986b-3c66c433147a,India,Indien,Inde
97186624-1f26-47c7-88eb-51d9419dee89,ced4add6-aa09-48f9-89ad-ebe2d0ba08cc,USA,USA,États-Unis
4f040d1a-fc3b-4800-9d4c-656ea1bf022b,d7015c15-367c-4cb4-bcc4-d69b5c0d850c,Switzerland,Schweiz,Suisse
7687a907-652e-439d-a05a-10030fb831a2,3a6625e5-234e-4420-bf97-22a88b8c0d80,UK,UK,UK
30a71f1f-d052-42a7-bfe2-75bb3bdfb83f,af38ff11-5ea0-432d-bcc1-587f8cdfac2e,Switzerland,Schweiz,Suisse
69b887b9-c480-48c6-aba1-352fef583c6f,e8c8c890-866d-40bd-95a7-9d6e0f82b85b,Switzerland,Schweiz,Suisse
ad6d969c-cfea-451c-98ec-7c8f1d46d103,e8c8c890-866d-40bd-95a7-9d6e0f82b85b,Switzerland,Schweiz,Suisse
ce5cfa28-3759-4b5b-89cb-a72596aa12b3,d25f098b-332c-400d-a90d-19b2b3bc6dc8,Sweden,Schweden,Suède
1a9adb77-7ab4-48db-8b93-602bec03097a,7b10c969-871c-4149-9ac4-8df4aa21efb8,Denmark,Dänemark,Danemark
ce5cfa28-3759-4b5b-89cb-a72596aa12b3,c37590e9-1e61-4fb5-ac21-f7a16e1f2952,USA,USA,États-Unis
ce5cfa28-3759-4b5b-89cb-a72596aa12b3,30a25bb5-ddde-43ed-ac33-e271b1e2d36b,UK,UK,UK
b3c9191f-98a5-42a3-a003-7b9f1ab703e2,3e4ddb6f-3e9a-4fe7-9f02-814022534d65,Italy,Italien,Italie
c0de6595-de57-4e27-bc94-7918c425e406,e1cd4c5b-6c3f-4fd4-9806-6678713c0f12,Germany,Deutschland,Allemagne
ef0583b7-66e5-4778-945e-c4ed4661685d,4b8d91d3-a4f0-4815-a09a-bb17f38912d1,Switzerland,Schweiz,Suisse
69bbaef9-c25c-4b7f-95c0-7b888f36ac55,4b8d91d3-a4f0-4815-a09a-bb17f38912d1,Switzerland,Schweiz,Suisse
a116c543-3fe9-4b2b-974e-6a663b897123,07c8cd10-7cf8-4bf5-b42a-97b1e1d15084,Switzerland,Schweiz,Suisse
17fd0255-f8e5-41e2-8228-570bf97f11c3,07c8cd10-7cf8-4bf5-b42a-97b1e1d15084,Switzerland,Schweiz,Suisse
72c84ac7-e12c-4977-8058-61dacfefdc8f,b9a2103c-7fac-4411-b95d-513c0d77e8a2,Switzerland,Schweiz,Suisse
8682bac2-a6cb-4aec-8ddf-c205188ddda8,084fae86-7592-4fee-96e8-6b34e565504a,Switzerland,Schweiz,Suisse
72c84ac7-e12c-4977-8058-61dacfefdc8f,b74d9f16-991c-4129-9ce8-54f4f57c57bc,Switzerland,Schweiz,Suisse
865b6248-f160-4101-a63e-33516da98b63,05269023-4261-46cc-9d98-7ec4ad2c4a4f,Switzerland,Schweiz,Suisse
c16bdefd-394d-4f08-b628-01cc427e8efd,a2d6df9d-9100-450f-9dfc-0fb98b465a71,Germany,Deutschland,Allemagne
1a9adb77-7ab4-48db-8b93-602bec03097a,084fae86-7592-4fee-96e8-6b34e565504a,Switzerland,Schweiz,Suisse
a0599183-1f3a-4a47-a8b6-4cbce1acf662,b4fdca5b-892c-436b-a469-a2d4cd9f00d8,Switzerland,Schweiz,Suisse
6976376e-9575-4972-916c-c70a6e3e3e53,49b30ba7-fad7-4ef1-9087-57d8ae5f0bae,Switzerland,Schweiz,Suisse
ae36e436-4f2a-4e6e-9453-d2df783e8840,a2d6df9d-9100-450f-9dfc-0fb98b465a71,Germany,Deutschland,Allemagne
aa3d489f-33d0-4fc4-b8ed-830e3b6771e0,9757185d-b838-4024-992f-b499512714ba,Switzerland,Schweiz,Suisse
cf381c68-4d49-4080-b788-f2001369bbb5,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
ad6d969c-cfea-451c-98ec-7c8f1d46d103,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
3d2de244-4c82-4d3e-977d-20fecca9cbc6,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
9c189818-8e33-4818-a9fb-486ed44569a2,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
c16bdefd-394d-4f08-b628-01cc427e8efd,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
d97d9d4e-59ac-4308-8a50-00e806ea5a8d,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
69b887b9-c480-48c6-aba1-352fef583c6f,c9a64840-94b7-4fa4-ad2b-cf1e59f2dc9d,Switzerland,Schweiz,Suisse
30baa42f-accb-46da-87c1-48ccf12deb1d,49b30ba7-fad7-4ef1-9087-57d8ae5f0bae,Switzerland,Schweiz,Suisse
c603d4f1-f880-49f9-a55b-74cc4ca692d7,49b30ba7-fad7-4ef1-9087-57d8ae5f0bae,Switzerland,Schweiz,Suisse
aa3d489f-33d0-4fc4-b8ed-830e3b6771e0,847e3e7f-1055-48bc-987e-efced3b6c9c9,Switzerland,Schweiz,Suisse
865b6248-f160-4101-a63e-33516da98b63,20008845-2338-459b-9215-284b9761a32c,Germany,Deutschland,Allemagne
b3c9191f-98a5-42a3-a003-7b9f1ab703e2,26a4f9fe-117f-420f-a581-8f00c6e9f26e,USA,USA,États-Unis
129d4134-597f-4cac-b801-83e3eade11d1,3d8041cd-7e12-4e22-9bc6-27d57f6180c7,Switzerland,Schweiz,Suisse
c5c7a54c-0205-4fc9-b0ce-7caabf29cd63,56abb075-4636-486c-b691-1dee0451c89f,Germany,Deutschland,Allemagne
c0de6595-de57-4e27-bc94-7918c425e406,24fd0eb6-5efb-46cf-91e3-67eeee6a86c6,Switzerland,Schweiz,Suisse
3d2de244-4c82-4d3e-977d-20fecca9cbc6,6d34b7e3-1682-4b44-982c-36f9573437ea,Italy,Italien,Italie
c5d791d3-cf37-4f23-9bae-96972f6808a8,2eb625ec-c2c8-4071-8dc5-baf4fea373f7,Switzerland,Schweiz,Suisse
4262f563-7da4-4e97-aab6-5ab8a4dfc554,45718a48-52c6-4722-aa0a-8ead0b02b5ec,Germany,Deutschland,Allemagne
50a48a5c-aec9-4cd2-89f8-d27c29300902,a47f1440-c923-4d68-9f9f-b91834ea37f3,Switzerland,Schweiz,Suisse
55e24273-e4b9-48c2-8174-47f7222aff5e,a47f1440-c923-4d68-9f9f-b91834ea37f3,Switzerland,Schweiz,Suisse
5dcb444a-90c3-49b1-a62f-10c1809bb59f,f494565e-f656-4d7d-b8e7-70ae5b09c31c,Germany,Deutschland,Allemagne
5e5033e6-0769-465b-804d-d23cd79afe23,93b4a7dc-80b2-49cd-bec6-afa6444b6498,Switzerland,Schweiz,Suisse
cf381c68-4d49-4080-b788-f2001369bbb5,60f5eff1-8a71-42bf-a149-87c59df5f686,Germany,Deutschland,Allemagne
c5c7a54c-0205-4fc9-b0ce-7caabf29cd63,3c81d4f7-e5fa-43f4-8c19-c402dbb3510c,Germany,Deutschland,Allemagne
81f836ab-e81d-4b6d-9316-61a60fe065e4,7fc06935-4c2f-45c1-932e-1d1c67c6dba3,UK,UK,UK
865b6248-f160-4101-a63e-33516da98b63,957c9875-0e33-4ae7-8288-554fe5f07e9b,Switzerland,Schweiz,Suisse
129d4134-597f-4cac-b801-83e3eade11d1,514a3f22-5f37-4f2d-9734-1513afa6ff78,Switzerland,Schweiz,Suisse
a90bdcb6-7075-4961-897d-2a8ed6becd42,fefd9e05-c42b-43e4-939f-e9cbf461cb67,USA,USA,États-Unis
0e7eb7c6-308a-4491-8415-5089a342af30,79253a6b-a54d-47ee-8a18-3524b8ac2b7b,Switzerland,Schweiz,Suisse
79e64163-158f-4b32-bd08-563a2d01bc0a,a2bf7980-31ab-46c8-8398-1a3124ea1ce1,Netherlands,Niederlande,Pays-Bas
3d2de244-4c82-4d3e-977d-20fecca9cbc6,bf0cbed9-a2d5-4c95-b733-e7faa6c9662d,Ireland,Irland,Irlande
55e24273-e4b9-48c2-8174-47f7222aff5e,976f1204-fe54-42a4-91f1-a4f3d09ebfcc,Sweden,Schweden,Suède
bb897d08-4bae-47e5-a127-058facff6bd4,abc4c573-72cc-4e05-a685-dc65372e125b,Germany,Deutschland,Allemagne
aa3d489f-33d0-4fc4-b8ed-830e3b6771e0,e0e09cda-18cc-4998-9b88-486e6d0a1c1f,Belgium,Belgien,Belgique
6976376e-9575-4972-916c-c70a6e3e3e53,acb2f98c-2a80-4ed6-a9e6-e0515a2f685e,Switzerland,Schweiz,Suisse
c603d4f1-f880-49f9-a55b-74cc4ca692d7,acb2f98c-2a80-4ed6-a9e6-e0515a2f685e,Switzerland,Schweiz,Suisse
9d848f05-9ff7-4af7-ad8a-513cabc31cc8,64e2d152-7361-497e-9d04-eb1e9fce88d6,Netherlands,Niederlande,Pays-Bas
3a026fe0-c4e8-4652-8ad9-b707a4e59c99,fd2e1626-0b57-45c1-b78f-5eeb4e68be5c,Switzerland,Schweiz,Suisse
a0cd429b-69d9-4476-88bb-bbce593abbc7,7dad4985-8877-4153-8fd5-102dd700efe2,Switzerland,Schweiz,Suisse
6df9a48b-ef3a-4e3e-b367-4e2045d9210c,71a58cd0-b01b-46a5-b796-4c742fbc5611,Switzerland,Schweiz,Suisse
